,id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,productDisplayName,sum
12780,40108,Men,Apparel,Bottomwear,Track Pants,Black,Summer,Casual,ADIDAS Men Black Pants,Casual Black Track Pants Summer
12781,59025,Women,Footwear,Shoes,Heels,Black,Winter,Casual,Carlton London Women Black Pumps,Casual Black Heels Winter
12782,57983,Women,Apparel,Topwear,Tops,Black,Fall,Casual,Latin Quarters Women Black & White Top,Casual Black Tops Fall
12783,40934,Boys,Apparel,Topwear,Shirts,White,Summer,Casual,Gini and JonyBoys Around the World White Shirts,Casual White Shirts Summer
12784,23668,Men,Apparel,Topwear,Sweaters,Black,Fall,Casual,Spykar Men Black Sweaters,Casual Black Sweaters Fall
12785,12913,Men,Apparel,Topwear,Shirts,White,Fall,Casual,Spykar Men Mandarin Collar White Shirts,Casual White Shirts Fall
12786,29352,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Probase Men Navy Blue Printed T-shirt,Casual Navy Blue Tshirts Summer
12787,48365,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,French Connection Men Navy Blue Shirt,Casual Blue Shirts Summer
12788,9042,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,Formal,Buckaroo Men Moles Brown Formal Shoes,Formal Brown Formal Shoes Winter
12789,18415,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,Skechers Men USA Brown Shoe,Casual Brown Casual Shoes Fall
12790,8190,Men,Apparel,Topwear,Shirts,Black,Summer,Casual,Locomotive Men Solid Poplin Lakota Black Shirts,Casual Black Shirts Summer
12791,3578,Men,Footwear,Sandal,Sports Sandals,Black,Summer,Casual,ADIDAS Men Black Cherokee Sports Sandals,Casual Black Sports Sandals Summer
12792,33267,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,Casual,Gini and Jony Girls Blue Shorts,Casual Blue Shorts Summer
12793,20670,Men,Apparel,Topwear,Tshirts,Turquoise Blue,Fall,Casual,Classic Polo Men Striped Turquoise Blue Tshirt,Casual Turquoise Blue Tshirts Fall
12794,53382,Women,Footwear,Shoes,Heels,Grey,Summer,Casual,Puma Women Grey Sandals,Casual Grey Heels Summer
12795,5012,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,Gini and Jony Girl's Peggy Pink Kidswear,Casual Pink Tops Summer
12796,22127,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,Formal,Provogue Men Brown Formal Shoes,Formal Brown Formal Shoes Fall
12797,16312,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Casual,Peter England Men Stripes Navy Blue Shirt,Casual Navy Blue Shirts Fall
12798,7745,Men,Apparel,Topwear,Tshirts,Purple,Fall,Casual,Indigo Nation Men Polo Stripes Two Purple Black White T-shirt,Casual Purple Tshirts Fall
12799,34042,Boys,Apparel,Topwear,Shirts,Red,Summer,Casual,Gini and JonyBoys Check Red Shirt,Casual Red Shirts Summer
12800,50507,Men,Apparel,Innerwear,Briefs,Charcoal,Winter,Casual,Chromozome Men Charcoal Briefs,Casual Charcoal Briefs Winter
12801,26587,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Sports,Puma Men Vibrant VI Black Sports Shoes,Sports Black Casual Shoes Summer
12802,18288,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,Aneri Women Vanhi Green Kurta,Ethnic Green Kurtas Fall
12803,27455,Women,Apparel,Innerwear,Bra,Nude,Winter,Casual,Jockey Nude-Coloured Full-Coverage Bra 1616,Casual Nude Bra Winter
12804,2237,Men,Apparel,Topwear,Tshirts,Purple,Fall,Sports,ADIDAS Men Stripe Purple T-shirt,Sports Purple Tshirts Fall
12805,7577,Men,Apparel,Topwear,Tshirts,Black,Summer,Sports,Nike Men's As Cruiser Black T-shirt,Sports Black Tshirts Summer
12806,19954,Men,Apparel,Topwear,Sweaters,Red,Fall,Casual,United Colors of Benetton Men Red Sweater,Casual Red Sweaters Fall
12807,22315,Men,Apparel,Topwear,Jackets,Black,Summer,Casual,Wildcraft Men Light Quilt Black Jacket,Casual Black Jackets Summer
12808,16120,Men,Footwear,Sandal,Sandals,White,Fall,Casual,Numero Uno Men Casual White Slipper,Casual White Sandals Fall
12809,50735,Men,Footwear,Sandal,Sandals,Tan,Winter,Casual,Red Chief Men Tan Sandals,Casual Tan Sandals Winter
12810,34270,Women,Apparel,Topwear,Dupatta,Off White,Summer,Ethnic,Fabindia Women Printed Off White Dupatta,Ethnic Off White Dupatta Summer
12811,18886,Women,Apparel,Topwear,Shirts,Purple,Fall,Casual,Arrow Woman Simona Purple Shirt,Casual Purple Shirts Fall
12812,12580,Women,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Tantra Women Blue Printed T-shirt,Casual Blue Tshirts Fall
12813,19168,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,United Colors of Benetton Men Grey Printed T-shirt,Casual Grey Tshirts Fall
12814,49618,Women,Footwear,Shoes,Heels,Black,Winter,Casual,Catwalk Women Bronze Heels,Casual Black Heels Winter
12815,2005,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,ADIDAS Mens Black T-shirt,Casual Black Tshirts Fall
12816,43322,Women,Apparel,Topwear,Tops,Navy Blue,Summer,Casual,United Colors of Benetton Women Navy Blue Top,Casual Navy Blue Tops Summer
12817,13452,Women,Apparel,Topwear,Shirts,Green,Summer,Casual,United Colors of Benetton Women Check Green Shirts,Casual Green Shirts Summer
12818,57510,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Provogue Men Black Casual Shoes,Casual Black Casual Shoes Fall
12819,33055,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,Casual,U.S.Polo Assn. Men Check Shirt,Casual Navy Blue Shirts Summer
12820,32187,Men,Footwear,Flip Flops,Flip Flops,Grey,Summer,Casual,ADIDAS Men Raggmo Grey Flip Flops,Casual Grey Flip Flops Summer
12821,41475,Men,Footwear,Shoes,Formal Shoes,Black,Winter,Formal,Carlton London Men Black Formal Shoes,Formal Black Formal Shoes Winter
12822,11305,Women,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Wrangler Women Blue Custom Jeans,Casual Blue Jeans Fall
12823,14677,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Casual,Basics Men Navy Slim Fit Shirt,Casual Navy Blue Shirts Fall
12824,52062,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,Myntra Men Red T-shirt,Casual Red Tshirts Summer
12825,21590,Men,Apparel,Bottomwear,Shorts,Brown,Summer,Sports,Tribord Men Solid Brown Short,Sports Brown Shorts Summer
12826,50351,Women,Apparel,Topwear,Kurtas,Beige,Summer,Ethnic,Aurelia Women Beige Kurta,Ethnic Beige Kurtas Summer
12827,17496,Men,Apparel,Topwear,Tshirts,Mustard,Fall,Casual,Classic Polo Men Stripes Mustard Polo T-Shirt,Casual Mustard Tshirts Fall
12828,34614,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,Casual,Hanes Men ComfortSoft Pack of 2 Waistband Hip Briefs,Casual Navy Blue Briefs Summer
12829,22771,Women,Apparel,Topwear,Kurtas,Blue,Summer,Ethnic,BIBA Women Printed Blue Kurta,Ethnic Blue Kurtas Summer
12830,29399,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Formal,Genesis Men Grey Trousers,Formal Grey Trousers Summer
12831,16544,Men,Apparel,Topwear,Shirts,White,Fall,Casual,Basics Men White Slim Fit Checked Shirt,Casual White Shirts Fall
12832,8967,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,Puma Men Drift Cat III SF NM Black Sports Shoes,Sports Black Sports Shoes Fall
12833,9089,Unisex,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Converse Unisex Ct AsAll Star 08 Hi Black Casual Shoes,Casual Black Casual Shoes Fall
12834,13036,Women,Footwear,Shoes,Heels,Beige,Winter,Casual,Inc 5 Women Casual Beige Wedges,Casual Beige Heels Winter
12835,27203,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Doodle Kids Boy  Blue Jeans,Casual Blue Jeans Summer
12836,55623,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Numero Uno Men Black Shoes,Casual Black Casual Shoes Summer
12837,42694,Women,Footwear,Shoes,Flats,Brown,Spring,Casual,Rocia Women Brown Sandals,Casual Brown Flats Spring
12838,41011,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,Gini and Jony Boys Pack Of Two White T-shirt,Casual White Tshirts Summer
12839,11761,Women,Apparel,Topwear,Tops,Green,Summer,Casual,Lee Women Solid Green Tshirts,Casual Green Tops Summer
12840,57174,Women,Apparel,Topwear,Tshirts,Pink,Summer,Casual,Elle Women Dark Pink T-shirt,Casual Pink Tshirts Summer
12841,52406,Women,Apparel,Loungewear and Nightwear,Nightdress,Red,Winter,Casual,Red Rose Women Red Nightdress,Casual Red Nightdress Winter
12842,4796,Men,Apparel,Bottomwear,Shorts,Blue,Summer,Sports,ADIDAS Men's Ess Steel Short,Sports Blue Shorts Summer
12843,36143,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,Sports,Nike Women Free 4.0 V2 Grey Sports Shoes,Sports Grey Sports Shoes Summer
12844,44563,Men,Footwear,Sandal,Sandals,Black,Summer,Casual,Coolers Men Black Sandals,Casual Black Sandals Summer
12845,57948,Men,Footwear,Shoes,Casual Shoes,Brown,Spring,Casual,Clarks Men Brown Casual Shoes,Casual Brown Casual Shoes Spring
12846,20026,Men,Apparel,Topwear,Shirts,White,Fall,Casual,United Colors of Benetton Men Striped White Shirt,Casual White Shirts Fall
12847,56294,Women,Apparel,Innerwear,Bra,Rose,Summer,Casual,Biara Women Rose  Bra,Casual Rose Bra Summer
12848,11553,Women,Apparel,Topwear,Kurtas,Red,Summer,Ethnic,W Women Printed Red Kurtas,Ethnic Red Kurtas Summer
12849,25766,Men,Apparel,Topwear,Suspenders,Maroon,Summer,Formal,Lino Perros Men Maroon Suspenders,Formal Maroon Suspenders Summer
12850,39339,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,FILA Men Black Flow Verve Sports Shoes,Sports Black Sports Shoes Summer
12851,10481,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Flying Machine Men Ydc Blue Shirts,Casual Blue Shirts Fall
12852,57346,Women,Apparel,Innerwear,Bra,White,Winter,Casual,Amante White Bra-BGEC01,Casual White Bra Winter
12853,20214,Women,Apparel,Topwear,Sweatshirts,Blue,Fall,Casual,Wrangler Women American Blue Sweatshirt,Casual Blue Sweatshirts Fall
12854,14021,Men,Apparel,Bottomwear,Shorts,Black,Fall,Sports,Nike Men Solid Black Shorts,Sports Black Shorts Fall
12855,44751,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,Casual,Globalite Men Brown Tracker Shoes,Casual Brown Casual Shoes Summer
12856,5476,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Nike Women's Air Max Moto White Shoe,Sports White Sports Shoes Summer
12857,34426,Women,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Myntra Women Face Yellow T-shirt,Casual Yellow Tshirts Summer
12858,50163,Women,Footwear,Shoes,Heels,Black,Winter,Casual,Rocia Women Black Heels,Casual Black Heels Winter
12859,23491,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,Fila Men Black Turf Sports Shoes,Sports Black Sports Shoes Fall
12860,28079,Men,Apparel,Innerwear,Briefs,Black,Summer,Casual,Jockey MODERN CLASSIC Men Black Y Front Briefs 2007,Casual Black Briefs Summer
12861,22543,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,Lotto Men Sprint  Black Sports Shoes,Sports Black Sports Shoes Fall
12862,31968,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,Nike White Egoli Fg     Football  Sports Shoes,Sports White Sports Shoes Fall
12863,46006,Women,Apparel,Saree,Sarees,Magenta,Summer,Ethnic,Fabindia Magenta & Orange Striped Saree Mangalgiri Saree,Ethnic Magenta Sarees Summer
12864,7321,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Casual,Red Tape Men's Brown Shoe,Casual Brown Casual Shoes Winter
12865,13204,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,ASICS Men Gel Pulse III Running Black Sports Shoes,Sports Black Sports Shoes Fall
12866,28845,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Proline Men Yellow Polo T-shirt,Casual Yellow Tshirts Summer
12867,43574,Girls,Apparel,Topwear,Tops,White,Summer,Casual,Gini and Jony Girls Knits White Top,Casual White Tops Summer
12868,31154,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,Gini and Jony Boys White T-shirt,Casual White Tshirts Summer
12869,8369,Girls,Apparel,Topwear,Tshirts,Purple,Fall,Casual,Doodle Girl's Purple Halter Neck Purple Kidswear,Casual Purple Tshirts Fall
12870,3781,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Status Quo Men's Beach Corn Silk T-shirt,Casual Yellow Tshirts Summer
12871,9841,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,Spykar Men White Polo T-Shirts,Casual White Tshirts Fall
12872,6035,Women,Apparel,Topwear,Tshirts,White,Summer,Casual,UCB Women's Pleat White T-shirt,Casual White Tshirts Summer
12873,8993,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,Puma Men Basket II Clean White Sports Shoes,Sports White Sports Shoes Fall
12874,2495,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Numero Uno Men's Casual White Black Stripe Shoe,Casual Black Casual Shoes Fall
12875,30240,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,Numero Uno Men White Shoes,Casual White Casual Shoes Summer
12876,54705,Women,Apparel,Apparel Set,Kurta Sets,Navy Blue,Fall,Ethnic,Shree Women Navy & Beige Salwar Suit with Dupatta,Ethnic Navy Blue Kurta Sets Fall
12877,6809,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,Timberland Men's Earthkeeper Burnsh Brown Boots,Casual Brown Casual Shoes Fall
12878,26325,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,ADIDAS Men Phantom White Sports Shoes,Sports White Sports Shoes Summer
12879,12110,Women,Apparel,Topwear,Kurtis,Cream,Fall,Ethnic,W Women Printed Cream Kurtis,Ethnic Cream Kurtis Fall
12880,42660,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,Alma Women White Kurta,Ethnic White Kurtas Summer
12881,3547,Men,Footwear,Shoes,Casual Shoes,Black,Winter,Casual,Skechers Men's Lifestyle Black Shoe,Casual Black Casual Shoes Winter
12882,59826,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,United Colors of Benetton Men Blue Shirt,Casual Blue Shirts Summer
12883,32517,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,Franco Leone Men Brown Sandals,Casual Brown Sandals Summer
12884,24472,Men,Footwear,Flip Flops,Flip Flops,Grey,Fall,Casual,ADIDAS Men Grey Adi Mesh Flip Flops,Casual Grey Flip Flops Fall
12885,57180,Women,Apparel,Topwear,Tunics,Blue,Summer,Casual,Elle Women Blue Denim Tunic,Casual Blue Tunics Summer
12886,10647,Women,Apparel,Topwear,Tops,Pink,Fall,Casual,Doodle Girl Little Princess Pink Tops,Casual Pink Tops Fall
12887,40137,Boys,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Gini and Jony Boys Around The World Grey T-shirt,Casual Grey Tshirts Summer
12888,15335,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,Sports,Nike Men Solid Navy Blue Shorts,Sports Navy Blue Shorts Summer
12889,4762,Men,Apparel,Topwear,Tshirts,Green,Summer,Sports,ADIDAS Men's Stripe Polo Green Grey Yellow T-shirt,Sports Green Tshirts Summer
12890,38811,Women,Apparel,Topwear,Tops,Blue,Summer,Casual,Latin Quarters Women Blue & Black Tops,Casual Blue Tops Summer
12891,53520,Women,Apparel,Innerwear,Bra,Black,Winter,Casual,Amante Black Full-Coverage Lace Bra BGBR11,Casual Black Bra Winter
12892,56260,Men,Apparel,Loungewear and Nightwear,Night suits,Black,Summer,Casual,SDL by Sweet Dreams Men Black Pyjama Set,Casual Black Night suits Summer
12893,25792,Men,Apparel,Topwear,Suspenders,Cream,Summer,Formal,Arrow Men Cream Suspenders,Formal Cream Suspenders Summer
12894,40305,Unisex,Footwear,Sandal,Sandals,Brown,Winter,Casual,Warner Bros Kids Unisex Brown sandals,Casual Brown Sandals Winter
12895,10475,Men,Apparel,Topwear,Shirts,Brown,Fall,Casual,Flying Machine Men FS Solid Brown Shirts,Casual Brown Shirts Fall
12896,4550,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Nike Women Mai White Shoe,Sports White Sports Shoes Summer
12897,15107,Women,Apparel,Topwear,Tops,Beige,Fall,Ethnic,Mother Earth Women Printed Beige Tops,Ethnic Beige Tops Fall
12898,37257,Men,Footwear,Shoes,Casual Shoes,Burgundy,Summer,Casual,United Colors of Benetton Men Burgundy Shoes,Casual Burgundy Casual Shoes Summer
12899,5482,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,Nike Men's Air Press Sports Shoe,Sports Black Sports Shoes Summer
12900,6207,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Lee Men's Sheild White T-shirt,Casual White Tshirts Summer
12901,47120,Boys,Footwear,Sandal,Sandals,Red,Winter,Casual,Marvel Boys Red and Black Sandals,Casual Red Sandals Winter
12902,17650,Unisex,Footwear,Flip Flops,Flip Flops,Black,Summer,Casual,Converse Unisex Casual Black Slipper,Casual Black Flip Flops Summer
12903,18618,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Puma Men Team Essential Moonlight Steelblue Polo Tshirts,Casual Blue Tshirts Fall
12904,54537,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,F Sports Men White Deen Sports Shoes,Sports White Sports Shoes Fall
12905,3775,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual,Status Quo Men's Purple Polo T-shirt,Casual Purple Tshirts Summer
12906,26117,Men,Apparel,Topwear,Shirts,Purple,Summer,Formal,John Miller Men Striped Purple Shirt,Formal Purple Shirts Summer
12907,12322,Men,Apparel,Topwear,Shirts,Purple,Fall,Formal,Genesis Men Striped Purple Shirt,Formal Purple Shirts Fall
12908,33293,Men,Apparel,Topwear,Shirts,White,Summer,Casual,Arrow Sport Men Blue Check Shirt,Casual White Shirts Summer
12909,10011,Men,Apparel,Bottomwear,Track Pants,Grey Melange,Summer,Sports,Nike Men Grey Melange Track Pants,Sports Grey Melange Track Pants Summer
12910,4908,Women,Apparel,Topwear,Tops,Red,Summer,Casual,Levis Kids Girl's Darcy Red Teens Kidswear,Casual Red Tops Summer
12911,20684,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Casual,Buckaroo Men Nieves Brown Casual Shoes,Casual Brown Casual Shoes Winter
12912,37633,Girls,Apparel,Topwear,Tshirts,Purple,Summer,Casual,Madagascar3 Girls Purple Printed T-Shirt,Casual Purple Tshirts Summer
12913,4134,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Winter,Casual,Skechers Men's Sparta Navy Black Shoe,Casual Navy Blue Casual Shoes Winter
12914,15563,Women,Footwear,Shoes,Heels,Yellow,Winter,Casual,Catwalk Women Casual Yellow Flats,Casual Yellow Heels Winter
12915,51421,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,Myntra Men Blue Check Shirt,Casual Blue Shirts Summer
12916,6663,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Nike Men's Court Shuttle IV White Shoe,Sports White Sports Shoes Summer
12917,47544,Women,Footwear,Shoes,Flats,Black,Winter,Casual,Portia Women Black Flats,Casual Black Flats Winter
12918,17234,Men,Apparel,Topwear,Tshirts,Yellow,Fall,Casual,U.S. Polo Assn. Men  Golden Haze Polo  Tshirt,Casual Yellow Tshirts Fall
12919,42036,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,Casual,Nike Men Blue Celso Solarsoft Thong Flip Flops,Casual Blue Flip Flops Summer
12920,3311,Women,Footwear,Shoes,Sports Shoes,Silver,Spring,Sports,Asics Women Gel Cushioning Running Silver Blue Shoe,Sports Silver Sports Shoes Spring
12921,35958,Women,Apparel,Bottomwear,Skirts,Black,Summer,Casual,Flying Machine Women Viscose Black Skirt,Casual Black Skirts Summer
12922,7583,Men,Apparel,Topwear,Tshirts,White,Summer,Sports,Nike Men's As Cruiser T-Shirts,Sports White Tshirts Summer
12923,29709,Men,Apparel,Topwear,Shirts,Green,Summer,Formal,John Miller Men Striped Green Shirt,Formal Green Shirts Summer
12924,51613,Women,Apparel,Bottomwear,Leggings,Blue,Fall,Casual,Kraus Jeans Women Blue Leggings,Casual Blue Leggings Fall
12925,23233,Women,Apparel,Topwear,Kurtas,Cream,Fall,Ethnic,Aneri Women Fiza Cream Kurta,Ethnic Cream Kurtas Fall
12926,18872,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Formal,Franco Leone Men Formal Black Shoes,Formal Black Formal Shoes Fall
12927,34284,Women,Apparel,Topwear,Dupatta,Blue,Summer,Ethnic,Fabindia Women Blue Dupatta,Ethnic Blue Dupatta Summer
12928,6451,Women,Footwear,Flip Flops,Flip Flops,Black,Summer,Casual,Lotto Women's Sunsets Black Purple Flip Flop,Casual Black Flip Flops Summer
12929,42204,Women,Apparel,Topwear,Tops,Magenta,Summer,Casual,Sepia Women Pink Top,Casual Magenta Tops Summer
12930,3123,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Inkfruit Mens  T-shirt,Casual Navy Blue Tshirts Summer
12931,9419,Men,Apparel,Topwear,Shirts,Grey,Fall,Formal,John Miller Men grey stripe Grey Shirts,Formal Grey Shirts Fall
12932,30624,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,Nike Men Printed Red T-shirt,Casual Red Tshirts Summer
12933,24016,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,Locomotive Men Printed Navy Blue T-shirt,Casual Navy Blue Tshirts Fall
12934,14683,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,Basics Men Stripes Navy Blue Polo Tshirts,Casual Navy Blue Tshirts Fall
12935,53144,Women,Footwear,Shoes,Heels,Red,Winter,Casual,Catwalk Women Red Sandals,Casual Red Heels Winter
12936,52096,Women,Apparel,Topwear,Tops,Orange,Summer,Casual,Myntra Women Orange Top,Casual Orange Tops Summer
12937,15751,Men,Apparel,Innerwear,Innerwear Vests,Yellow,Summer,Casual,Facit Men Square Neck Yellow Innerwear Vest,Casual Yellow Innerwear Vests Summer
12938,4306,Unisex,Apparel,Topwear,Tshirts,Brown,Summer,Casual,Tantra Kid's Unisex 5 Elements Choco Brown Kidswear,Casual Brown Tshirts Summer
12939,25598,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,Ethnic,Vishudh Women Black & Pink Printed Churidar Kurta with Dupatta,Ethnic Black Kurta Sets Fall
12940,21904,Women,Apparel,Topwear,Kurtas,Black,Fall,Ethnic,BIBA Women Printed Black Kurta,Ethnic Black Kurtas Fall
12941,56856,Men,Footwear,Flip Flops,Flip Flops,Green,Summer,Casual,United Colors of Benetton Men Green Flip Flops,Casual Green Flip Flops Summer
12942,59022,Women,Footwear,Shoes,Flats,Brown,Winter,Casual,Carlton London Women Beige Flats,Casual Brown Flats Winter
12943,21138,Women,Apparel,Topwear,Shirts,White,Fall,Casual,s.Oliver Women White Printed Shirt,Casual White Shirts Fall
12944,40933,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Gini and Jony Boys Rodeo Blue Jeans,Casual Blue Jeans Summer
12945,5688,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Casual,Skechers Men Torino Dark Brown Shoe,Casual Brown Casual Shoes Winter
12946,9879,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Indigo Nation Men Hot Stepper Blue Striped Shirt,Casual Blue Shirts Fall
12947,12914,Men,Apparel,Topwear,Shirts,Grey,Fall,Casual,Spykar Men Bold Stripes Grey Shirts,Casual Grey Shirts Fall
12948,18412,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,Skechers MenShape-Ups White Shoe,Sports White Sports Shoes Fall
12949,6831,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,Nike Men's Street Pana II White Shoe,Casual White Casual Shoes Summer
12950,9045,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,Casual,Provogue Men Ean Black Flip Flops,Casual Black Flip Flops Fall
12951,48362,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,Casual,French Connection Men Navy Blue Check Shirt,Casual Navy Blue Shirts Summer
12952,42658,Women,Apparel,Topwear,Kurtas,Blue,Summer,Ethnic,Alma Women Blue Kurta,Ethnic Blue Kurtas Summer
12953,8197,Men,Apparel,Topwear,Shirts,Black,Summer,Casual,Locomotive Men Solid Poplin Lamont Black Shirts,Casual Black Shirts Summer
12954,12128,Women,Apparel,Topwear,Kurtas,Black,Fall,Ethnic,Aurelia Women Printed Black Kurtas,Ethnic Black Kurtas Fall
12955,17668,Women,Footwear,Shoes,Flats,Brown,Winter,Casual,Catwalk Women Closed Brown Casual Shoe,Casual Brown Flats Winter
12956,47118,Boys,Footwear,Sandal,Sandals,Red,Spring,Casual,Marvel Boys Red Spiderman Clogs,Casual Red Sandals Spring
12957,26913,Women,Apparel,Topwear,Tops,Blue,Summer,Casual,Jealous 21 Women Printed Blue Top,Casual Blue Tops Summer
12958,35538,Girls,Footwear,Sandal,Sandals,Pink,Summer,Casual,Enroute Teens Pink Sandals,Casual Pink Sandals Summer
12959,29167,Girls,Apparel,Dress,Dresses,Red,Summer,Casual,United Colors of Benetton Girls Red Polka Dot Dress,Casual Red Dresses Summer
12960,50993,Women,Apparel,Loungewear and Nightwear,Nightdress,Taupe,Summer,Casual,Enamor Women Taupe Nightdress,Casual Taupe Nightdress Summer
12961,28889,Women,Apparel,Innerwear,Briefs,Brown,Summer,Casual,Enamor Women Brown Boy Shorts Brief,Casual Brown Briefs Summer
12962,18620,Men,Apparel,Topwear,Tshirts,Maroon,Fall,Casual,Puma Men Team Essential Maroon Polo Tshirts,Casual Maroon Tshirts Fall
12963,15903,Unisex,Footwear,Shoes,Casual Shoes,White,Winter,Casual,Warner Bros Kids Unisex TJ Stud Sandal White Casual Shoes,Casual White Casual Shoes Winter
12964,56258,Men,Apparel,Loungewear and Nightwear,Night suits,Blue,Summer,Casual,SDL by Sweet Dreams Men Blue & Black Pyjama Set,Casual Blue Night suits Summer
12965,4568,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Nike Men's Collecte White Shoe,Sports White Sports Shoes Summer
12966,7789,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Proline Men Blue Polo T-shirt,Casual Blue Tshirts Fall
12967,51419,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,Myntra Men Blue and Green  Check Shirt,Casual Blue Shirts Summer
12968,23039,Men,Apparel,Bottomwear,Trousers,Beige,Summer,Casual,Arrow Men Beige Solid Trousers,Casual Beige Trousers Summer
12969,54957,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Do u speak green Boys Yellow T-shirt,Casual Yellow Tshirts Summer
12970,19396,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,ADIDAS Men Printed White Tshirt,Casual White Tshirts Fall
12971,3329,Men,Apparel,Topwear,Tshirts,Red,Summer,Sports,KXIP Boys Fangear Tee,Sports Red Tshirts Summer
12972,9613,Men,Apparel,Topwear,Shirts,White,Fall,Formal,Indigo Nation Men Price catch Red White Shirts,Formal White Shirts Fall
12973,18244,Men,Apparel,Topwear,Tshirts,Yellow,Fall,Casual,Manchester United Men Printed Yellow T-Shirt,Casual Yellow Tshirts Fall
